time mnvel errvel tel
2458730.535190972 3.9033402000376896 45.75735938075973 foces
2458730.5396238426 10.081836569499984 46.97577500691181 foces
2458730.545943287 8.598415530619349 50.85180367990893 foces
2458730.549809028 1.8273506896942138 49.811293900078525 foces
2458730.555318287 8.047785078706994 48.65674092559016 foces
2458730.558269676 2.2571495190482267 48.87573528858671 foces
2458730.5612210645 6.349159908143321 48.99108018302924 foces
2458730.5641608797 3.0890246310861187 50.588190321457446 foces
2458730.5671006944 1.8909196939386845 53.60859014654275 foces
2458730.5700520836 12.908855340038997 50.48962764766642 foces
2458730.5729918983 12.459478166681635 49.31331906797594 foces
2458730.575943287 19.250639365215505 48.41976288149292 foces
2458742.5982349543 -39.96082034781538 63.18993936933316 foces
2458742.606336806 -47.770136227850145 67.42865674177413 foces
2458742.614508102 -49.917188449835606 67.11857743948391 foces
2458742.6205034726 -56.44321637180684 67.84048155415762 foces
2458742.6265104166 -53.2907561431192 65.4634344500806 foces
2458742.6323668985 -57.50384204864375 63.60397737170216 foces
2458742.636846065 -62.442504448598186 66.90981570367684 foces
2458742.640711806 -49.572339156696664 64.11695368621314 foces
2458742.6449247687 -60.10122984320198 63.89502132404372 foces
2458742.6487673614 -44.49768356904483 63.95256054295247 foces
2458742.6528298617 -48.57319095792704 62.52562224800326 foces
2458742.656707176 -45.40176309217662 64.8683353994844 foces
2458745.4256886574 -25.765423372511663 62.512018844379035 foces
2458745.432644676 -27.08197270007996 61.029398653435884 foces
2458745.4372048615 -14.254546497795957 58.84612083646637 foces
2458745.44177662 -30.84129216354026 62.258754404501225 foces
2458745.44634838 -23.781057964057 57.556458694919726 foces
2458745.450920139 -25.67937940977413 59.575078682281244 foces
2458745.455480324 -21.406016828962635 58.878189934813726 foces
2458745.462482639 -26.145624497464425 59.62332544818345 foces
2458745.4670543983 -20.26060336222342 60.75844334329181 foces
2458745.471626158 -22.343758723656236 61.62155416329582 foces
2458746.545503472 -33.788513626755474 66.14095743183644 foces
2458746.553767361 -39.84292267009569 65.50865162327798 foces
2458746.5594849535 -27.597591752548965 63.21168800150808 foces
2458746.5652141203 -34.185343846891456 65.33638678026205 foces
2458746.5731539354 -19.548104642324063 63.328160698854965 foces
2458746.5811863425 -28.689702601009685 64.20146756500198 foces
2458746.5892303246 -25.98512462972772 62.426316566012446 foces
2458746.5972627318 -32.77710681914013 61.19073663553986 foces
2458746.610596065 -28.468787046345525 58.989434965085074 foces
2458746.6186284726 -34.312558476492526 61.39850110141127 foces
2458747.56640625 -112.51993871610247 61.07495395004404 foces
2458747.575572917 -118.4021079391426 61.1935045572649 foces
2458747.584670139 -113.41581590633376 60.083670826606465 foces
2458747.59384838 -112.78544155167859 62.32506267545986 foces
2458747.604299769 -115.6654863609787 60.657777221886406 foces
2458747.6115219914 -109.33663444668109 58.99962658780138 foces
2458747.616059028 -116.79643426544311 60.83719051698557 foces
2458747.623859954 -113.22255143939749 60.66601962795977 foces
2458747.628431713 -117.43858353144282 61.59621538698624 foces
2458747.6364988424 -117.9629629520161 60.10935867233988 foces
2458747.64103588 -121.85776852720272 63.3320021789932 foces
2458747.6472395835 -115.99611799535519 61.37761196071414 foces
2458747.65177662 -113.3853967651535 61.020967195710696 foces
2458748.588813658 -152.5027974197992 65.09167333461325 foces
2458748.5957349543 -149.34716781443913 62.213071375716545 foces
2458748.6042418987 -149.75052847660035 63.12413365742139 foces
2458748.612609954 -145.91898851650217 58.98710399316108 foces
2458748.6203298615 -145.78740616262982 59.55109150972801 foces
2458748.6301909727 -145.2424490935862 58.450457119683854 foces
2458748.642760417 -150.65210734204976 59.93106456588269 foces
2458748.6589178243 -136.45857364337192 57.31245501634004 foces
2458756.591822917 -165.43209085411746 68.07949397579274 foces
2458756.6009548614 -161.57705357238427 67.29306009909195 foces
2458756.6105381944 -158.67447994810829 68.28997684506855 foces
2458756.6184548615 -161.83569022573306 68.41492892636812 foces
2458756.626371528 -157.56808630438138 66.3245900854276 foces
2458756.6381423613 -147.7616491719911 66.83361803763134 foces
2458757.550978009 -156.55422193268313 60.993124612533165 foces
2458757.557424769 -157.18851375115113 63.661789461968475 foces
2458757.564103009 -155.78187913026025 61.3127841481693 foces
2458757.5703761578 -157.38579479430555 60.866480409992505 foces
2458757.578396991 -148.89253891538146 60.92304572163148 foces
2458757.5839409726 -156.56906756350622 62.438917651573696 foces
2458757.590283565 -145.63845946444113 62.233451615670496 foces
2458757.5948437504 -146.14901204118163 63.230194527614735 foces
