time mnvel errvel tel
2458730.535190972 3.9033402000376896 45.75735938075973 foces
2458730.5396238426 10.081836569499984 46.97577500691181 foces
2458730.545943287 8.598415530619349 50.85180367990893 foces
2458730.549809028 1.8273506896942138 49.811293900078525 foces
2458730.555318287 8.047785078706994 48.65674092559016 foces
2458730.558269676 2.2571495190482267 48.87573528858671 foces
2458730.5612210645 6.349159908143321 48.99108018302924 foces
2458730.5641608797 3.0890246310861187 50.588190321457446 foces
2458730.5671006944 1.8909196939386845 53.60859014654275 foces
2458730.5700520836 12.908855340038997 50.48962764766642 foces
2458730.5729918983 12.459478166681635 49.31331906797594 foces
2458730.575943287 19.250639365215505 48.41976288149292 foces
2458731.590572917 62.0181716078672 57.08527338552386 foces
2458731.5959201395 65.64425631775384 51.822976926263124 foces
2458731.602158565 72.30070866505082 55.364395147061835 foces
2458731.608686343 74.9172053654247 54.59703517591408 foces
2458731.6144155096 64.66243838961896 55.745380974570416 foces
2458731.6201331024 69.24745154687548 53.235584903333226 foces
2458737.5953530096 -121.8150388099404 171.17808709060867 foces
2458737.6014525467 -103.0913365163176 171.9308609223487 foces
2458737.6071817135 -124.30539146242938 174.86768122640615 foces
2458737.6129108802 -117.24217808325432 170.09322811329088 foces
2458737.6209085654 -120.22401115841774 174.79448646911035 foces
2458737.6289525465 -105.0755047107969 172.1561101152091 foces
2458737.636996528 -108.21073561508854 175.01226653437755 foces
2458737.647297454 -112.55778039409984 172.75871902743432 foces
2458737.6567650465 -106.30009977876216 174.78756749265665 foces
2458739.552193287 -104.62498566485763 58.34518778356961 foces
2458739.5567534724 -106.73354970333342 58.45834788548168 foces
2458739.561290509 -101.20584616400856 56.00796818310767 foces
2458739.5693807867 -103.04126505558608 57.099482812894195 foces
2458739.57322338 -97.78881559942577 57.31996543526522 foces
2458739.5770891206 -92.16727440662349 57.89458901745482 foces
2458739.5809664354 -96.1573592781903 58.02181701739442 foces
2458739.58484375 -100.33400303424254 60.11689394421505 foces
2458739.5887094913 -90.8733138604978 56.70783400465937 foces
2458739.592586806 -98.35836064651929 59.264639541635624 foces
2458739.596452547 -90.74607109301483 55.856520993524114 foces
2458739.6003298615 -96.00924497892518 57.754098880512366 foces
2458739.6042071762 -93.52540541420441 57.68676191293805 foces
2458740.5427372684 15.935306220218635 57.64064050216653 foces
2458740.5479918984 28.6329203490221 57.83318683939179 foces
2458740.55353588 13.599479506775168 59.09695423623793 foces
2458740.558616898 30.03031531881288 57.71647024463641 foces
2458740.5628182874 14.49642590765383 56.80358703462309 foces
2458740.5668460648 21.963530311267064 58.80529312910531 foces
2458740.571707176 21.73796679661291 58.596992243629714 foces
2458740.5817650463 25.799356657969227 55.54922366694246 foces
2458740.586371528 28.83758561704292 57.185758170194795 foces
2458740.5909664356 18.850416776943106 58.42745501902338 foces
2458740.5957233803 8.732766681301655 57.316402538889335 foces
2458740.6006655097 21.924006333806503 59.63057887946419 foces
2458740.6048668986 21.09210663397259 57.32618293589764 foces
2458740.608987269 27.933404458586452 57.831617109501614 foces
2458740.613234954 15.399127932736818 60.224797633532994 foces
2458740.6181655093 19.49407065547321 59.03158847176654 foces
2458740.6244270834 24.360400985672285 57.52106950935458 foces
2458740.6296585654 25.520925797520277 58.01431935307007 foces
2458740.634369213 23.677030185680977 60.42594641377162 foces
2458740.63853588 30.299426102325228 57.61208640554515 foces
2458740.642795139 29.113675476123532 59.60462177969088 foces
2458740.6468576393 32.343579814774714 59.861953171442714 foces
2458742.5982349543 -39.96082034781538 63.18993936933316 foces
2458742.606336806 -47.770136227850145 67.42865674177413 foces
2458742.614508102 -49.917188449835606 67.11857743948391 foces
2458742.6205034726 -56.44321637180684 67.84048155415762 foces
2458742.6265104166 -53.2907561431192 65.4634344500806 foces
2458742.6323668985 -57.50384204864375 63.60397737170216 foces
2458742.636846065 -62.442504448598186 66.90981570367684 foces
2458742.640711806 -49.572339156696664 64.11695368621314 foces
2458742.6449247687 -60.10122984320198 63.89502132404372 foces
2458742.6487673614 -44.49768356904483 63.95256054295247 foces
2458742.6528298617 -48.57319095792704 62.52562224800326 foces
2458742.656707176 -45.40176309217662 64.8683353994844 foces
2458745.4256886574 -25.765423372511663 62.512018844379035 foces
2458745.432644676 -27.08197270007996 61.029398653435884 foces
2458745.4372048615 -14.254546497795957 58.84612083646637 foces
2458745.44177662 -30.84129216354026 62.258754404501225 foces
2458745.44634838 -23.781057964057 57.556458694919726 foces
2458745.450920139 -25.67937940977413 59.575078682281244 foces
